id_film_actor,actor_id,film_id,last_update
822,32,136,2/15/2006 10:05
823,32,197,2/15/2006 10:05
824,32,199,2/15/2006 10:05
825,32,219,2/15/2006 10:05
826,32,309,2/15/2006 10:05
827,32,312,2/15/2006 10:05
828,32,401,2/15/2006 10:05
829,32,427,2/15/2006 10:05
830,32,431,2/15/2006 10:05
831,32,523,2/15/2006 10:05
832,32,567,2/15/2006 10:05
833,32,585,2/15/2006 10:05
834,32,606,2/15/2006 10:05
835,32,651,2/15/2006 10:05
836,32,667,2/15/2006 10:05
837,32,669,2/15/2006 10:05
838,32,815,2/15/2006 10:05
839,32,928,2/15/2006 10:05
840,32,980,2/15/2006 10:05
841,33,56,2/15/2006 10:05
842,33,112,2/15/2006 10:05
843,33,135,2/15/2006 10:05
844,33,154,2/15/2006 10:05
845,33,214,2/15/2006 10:05
846,33,252,2/15/2006 10:05
847,33,305,2/15/2006 10:05
848,33,306,2/15/2006 10:05
849,33,473,2/15/2006 10:05
850,33,489,2/15/2006 10:05
851,33,574,2/15/2006 10:05
852,33,618,2/15/2006 10:05
853,33,667,2/15/2006 10:05
854,33,694,2/15/2006 10:05
855,33,712,2/15/2006 10:05
856,33,735,2/15/2006 10:05
857,33,737,2/15/2006 10:05
858,33,754,2/15/2006 10:05
859,33,775,2/15/2006 10:05
860,33,878,2/15/2006 10:05
861,33,881,2/15/2006 10:05
862,33,965,2/15/2006 10:05
863,33,972,2/15/2006 10:05
864,33,993,2/15/2006 10:05
865,34,43,2/15/2006 10:05
866,34,90,2/15/2006 10:05
867,34,119,2/15/2006 10:05
868,34,125,2/15/2006 10:05
869,34,172,2/15/2006 10:05
870,34,182,2/15/2006 10:05
871,34,244,2/15/2006 10:05
872,34,336,2/15/2006 10:05
873,34,389,2/15/2006 10:05
874,34,393,2/15/2006 10:05
875,34,438,2/15/2006 10:05
876,34,493,2/15/2006 10:05
877,34,502,2/15/2006 10:05
878,34,525,2/15/2006 10:05
879,34,668,2/15/2006 10:05
880,34,720,2/15/2006 10:05
881,34,779,2/15/2006 10:05
882,34,788,2/15/2006 10:05
883,34,794,2/15/2006 10:05
884,34,836,2/15/2006 10:05
885,34,846,2/15/2006 10:05
886,34,853,2/15/2006 10:05
887,34,929,2/15/2006 10:05
888,34,950,2/15/2006 10:05
889,34,971,2/15/2006 10:05
890,35,10,2/15/2006 10:05
891,35,35,2/15/2006 10:05
892,35,52,2/15/2006 10:05
893,35,201,2/15/2006 10:05
894,35,256,2/15/2006 10:05
895,35,389,2/15/2006 10:05
896,35,589,2/15/2006 10:05
897,35,612,2/15/2006 10:05
898,35,615,2/15/2006 10:05
899,35,707,2/15/2006 10:05
900,35,732,2/15/2006 10:05
901,35,738,2/15/2006 10:05
902,35,748,2/15/2006 10:05
903,35,817,2/15/2006 10:05
904,35,914,2/15/2006 10:05
905,36,15,2/15/2006 10:05
906,36,81,2/15/2006 10:05
907,36,171,2/15/2006 10:05
908,36,231,2/15/2006 10:05
909,36,245,2/15/2006 10:05
910,36,283,2/15/2006 10:05
911,36,380,2/15/2006 10:05
912,36,381,2/15/2006 10:05
913,36,387,2/15/2006 10:05
914,36,390,2/15/2006 10:05
915,36,410,2/15/2006 10:05
916,36,426,2/15/2006 10:05
917,36,427,2/15/2006 10:05
918,36,453,2/15/2006 10:05
919,36,466,2/15/2006 10:05
920,36,484,2/15/2006 10:05
921,36,493,2/15/2006 10:05
922,36,499,2/15/2006 10:05
923,36,569,2/15/2006 10:05
924,36,590,2/15/2006 10:05
925,36,600,2/15/2006 10:05
926,36,714,2/15/2006 10:05
927,36,715,2/15/2006 10:05
928,36,716,2/15/2006 10:05
929,36,731,2/15/2006 10:05
930,36,875,2/15/2006 10:05
931,36,915,2/15/2006 10:05
932,36,931,2/15/2006 10:05
933,36,956,2/15/2006 10:05
934,37,10,2/15/2006 10:05
935,37,12,2/15/2006 10:05
936,37,19,2/15/2006 10:05
937,37,118,2/15/2006 10:05
938,37,119,2/15/2006 10:05
939,37,122,2/15/2006 10:05
940,37,146,2/15/2006 10:05
941,37,204,2/15/2006 10:05
942,37,253,2/15/2006 10:05
943,37,260,2/15/2006 10:05
944,37,277,2/15/2006 10:05
945,37,317,2/15/2006 10:05
946,37,467,2/15/2006 10:05
947,37,477,2/15/2006 10:05
948,37,485,2/15/2006 10:05
949,37,508,2/15/2006 10:05
950,37,529,2/15/2006 10:05
951,37,553,2/15/2006 10:05
952,37,555,2/15/2006 10:05
953,37,572,2/15/2006 10:05
954,37,588,2/15/2006 10:05
955,37,662,2/15/2006 10:05
956,37,663,2/15/2006 10:05
957,37,694,2/15/2006 10:05
958,37,697,2/15/2006 10:05
959,37,785,2/15/2006 10:05
960,37,839,2/15/2006 10:05
961,37,840,2/15/2006 10:05
962,37,853,2/15/2006 10:05
963,37,900,2/15/2006 10:05
964,37,925,2/15/2006 10:05
965,37,963,2/15/2006 10:05
966,37,966,2/15/2006 10:05
967,37,989,2/15/2006 10:05
968,37,997,2/15/2006 10:05
969,38,24,2/15/2006 10:05
970,38,111,2/15/2006 10:05
971,38,160,2/15/2006 10:05
972,38,176,2/15/2006 10:05
973,38,223,2/15/2006 10:05
974,38,241,2/15/2006 10:05
975,38,274,2/15/2006 10:05
976,38,335,2/15/2006 10:05
977,38,338,2/15/2006 10:05
978,38,353,2/15/2006 10:05
979,38,448,2/15/2006 10:05
980,38,450,2/15/2006 10:05
981,38,458,2/15/2006 10:05
982,38,501,2/15/2006 10:05
983,38,516,2/15/2006 10:05
984,38,547,2/15/2006 10:05
985,38,583,2/15/2006 10:05
986,38,618,2/15/2006 10:05
987,38,619,2/15/2006 10:05
988,38,705,2/15/2006 10:05
989,38,793,2/15/2006 10:05
990,38,827,2/15/2006 10:05
991,38,839,2/15/2006 10:05
992,38,853,2/15/2006 10:05
993,38,876,2/15/2006 10:05
994,39,71,2/15/2006 10:05
995,39,73,2/15/2006 10:05
996,39,168,2/15/2006 10:05
997,39,203,2/15/2006 10:05
998,39,222,2/15/2006 10:05
999,39,290,2/15/2006 10:05
1000,39,293,2/15/2006 10:05
1001,39,320,2/15/2006 10:05
1002,39,415,2/15/2006 10:05
1003,39,425,2/15/2006 10:05
1004,39,431,2/15/2006 10:05
1005,39,456,2/15/2006 10:05
1006,39,476,2/15/2006 10:05
1007,39,559,2/15/2006 10:05
1008,39,587,2/15/2006 10:05
1009,39,598,2/15/2006 10:05
1010,39,606,2/15/2006 10:05
1011,39,648,2/15/2006 10:05
1012,39,683,2/15/2006 10:05
1013,39,689,2/15/2006 10:05
1014,39,696,2/15/2006 10:05
1015,39,700,2/15/2006 10:05
1016,39,703,2/15/2006 10:05
1017,39,736,2/15/2006 10:05
1018,39,772,2/15/2006 10:05
1019,39,815,2/15/2006 10:05
1020,39,831,2/15/2006 10:05
1021,39,920,2/15/2006 10:05
1022,40,1,2/15/2006 10:05
1023,40,11,2/15/2006 10:05
1024,40,34,2/15/2006 10:05
1025,40,107,2/15/2006 10:05
1026,40,128,2/15/2006 10:05
1027,40,163,2/15/2006 10:05
1028,40,177,2/15/2006 10:05
1029,40,223,2/15/2006 10:05
1030,40,233,2/15/2006 10:05
1031,40,326,2/15/2006 10:05
1032,40,374,2/15/2006 10:05
1033,40,394,2/15/2006 10:05
1034,40,396,2/15/2006 10:05
1035,40,463,2/15/2006 10:05
1036,40,466,2/15/2006 10:05
1037,40,494,2/15/2006 10:05
1038,40,521,2/15/2006 10:05
1039,40,723,2/15/2006 10:05
1040,40,737,2/15/2006 10:05
1041,40,744,2/15/2006 10:05
1042,40,747,2/15/2006 10:05
1043,40,754,2/15/2006 10:05
1044,40,799,2/15/2006 10:05
1045,40,835,2/15/2006 10:05
1046,40,868,2/15/2006 10:05
1047,40,869,2/15/2006 10:05
1048,40,887,2/15/2006 10:05
1049,40,933,2/15/2006 10:05
1050,40,938,2/15/2006 10:05
1051,41,4,2/15/2006 10:05
1052,41,60,2/15/2006 10:05
1053,41,69,2/15/2006 10:05
1054,41,86,2/15/2006 10:05
1055,41,100,2/15/2006 10:05
1056,41,150,2/15/2006 10:05
1057,41,159,2/15/2006 10:05
1058,41,194,2/15/2006 10:05
1059,41,203,2/15/2006 10:05
1060,41,212,2/15/2006 10:05
1061,41,230,2/15/2006 10:05
1062,41,249,2/15/2006 10:05
1063,41,252,2/15/2006 10:05
1064,41,305,2/15/2006 10:05
1065,41,336,2/15/2006 10:05
1066,41,383,2/15/2006 10:05
1067,41,544,2/15/2006 10:05
1068,41,596,2/15/2006 10:05
1069,41,657,2/15/2006 10:05
1070,41,674,2/15/2006 10:05
1071,41,678,2/15/2006 10:05
1072,41,721,2/15/2006 10:05
1073,41,724,2/15/2006 10:05
1074,41,779,2/15/2006 10:05
1075,41,784,2/15/2006 10:05
1076,41,799,2/15/2006 10:05
1077,41,894,2/15/2006 10:05
1078,41,912,2/15/2006 10:05
1079,41,942,2/15/2006 10:05
1080,42,24,2/15/2006 10:05
1081,42,139,2/15/2006 10:05
1082,42,309,2/15/2006 10:05
1083,42,320,2/15/2006 10:05
1084,42,333,2/15/2006 10:05
1085,42,500,2/15/2006 10:05
1086,42,502,2/15/2006 10:05
1087,42,505,2/15/2006 10:05
1088,42,527,2/15/2006 10:05
1089,42,535,2/15/2006 10:05
1090,42,546,2/15/2006 10:05
1091,42,568,2/15/2006 10:05
1092,42,648,2/15/2006 10:05
1093,42,665,2/15/2006 10:05
1094,42,673,2/15/2006 10:05
1095,42,687,2/15/2006 10:05
1096,42,713,2/15/2006 10:05
1097,42,738,2/15/2006 10:05
1098,42,798,2/15/2006 10:05
1099,42,861,2/15/2006 10:05
1100,42,865,2/15/2006 10:05
1101,42,867,2/15/2006 10:05
1102,42,876,2/15/2006 10:05
1103,42,890,2/15/2006 10:05
1104,42,907,2/15/2006 10:05
1105,42,922,2/15/2006 10:05
1106,42,932,2/15/2006 10:05
1107,43,19,2/15/2006 10:05
1108,43,42,2/15/2006 10:05
1109,43,56,2/15/2006 10:05
1110,43,89,2/15/2006 10:05
1111,43,105,2/15/2006 10:05
1112,43,147,2/15/2006 10:05
1113,43,161,2/15/2006 10:05
1114,43,180,2/15/2006 10:05
1115,43,239,2/15/2006 10:05
1116,43,276,2/15/2006 10:05
1117,43,330,2/15/2006 10:05
1118,43,344,2/15/2006 10:05
1119,43,359,2/15/2006 10:05
1120,43,377,2/15/2006 10:05
1121,43,410,2/15/2006 10:05
1122,43,462,2/15/2006 10:05
1123,43,533,2/15/2006 10:05
1124,43,598,2/15/2006 10:05
1125,43,605,2/15/2006 10:05
1126,43,608,2/15/2006 10:05
1127,43,621,2/15/2006 10:05
1128,43,753,2/15/2006 10:05
1129,43,827,2/15/2006 10:05
1130,43,833,2/15/2006 10:05
1131,43,917,2/15/2006 10:05
1132,43,958,2/15/2006 10:05
1133,44,58,2/15/2006 10:05
1134,44,84,2/15/2006 10:05
1135,44,88,2/15/2006 10:05
1136,44,94,2/15/2006 10:05
1137,44,109,2/15/2006 10:05
1138,44,176,2/15/2006 10:05
1139,44,242,2/15/2006 10:05
1140,44,273,2/15/2006 10:05
1141,44,322,2/15/2006 10:05
1142,44,420,2/15/2006 10:05
1143,44,434,2/15/2006 10:05
1144,44,490,2/15/2006 10:05
1145,44,591,2/15/2006 10:05
1146,44,598,2/15/2006 10:05
1147,44,604,2/15/2006 10:05
1148,44,699,2/15/2006 10:05
1149,44,751,2/15/2006 10:05
1150,44,784,2/15/2006 10:05
1151,44,825,2/15/2006 10:05
1152,44,854,2/15/2006 10:05
1153,44,875,2/15/2006 10:05
1154,44,878,2/15/2006 10:05
1155,44,883,2/15/2006 10:05
1156,44,896,2/15/2006 10:05
1157,44,902,2/15/2006 10:05
1158,44,937,2/15/2006 10:05
1159,44,944,2/15/2006 10:05
1160,44,952,2/15/2006 10:05
1161,44,982,2/15/2006 10:05
1162,44,998,2/15/2006 10:05
1163,45,18,2/15/2006 10:05
1164,45,65,2/15/2006 10:05
1165,45,66,2/15/2006 10:05
1166,45,115,2/15/2006 10:05
1167,45,117,2/15/2006 10:05
1168,45,164,2/15/2006 10:05
1169,45,187,2/15/2006 10:05
1170,45,198,2/15/2006 10:05
1171,45,219,2/15/2006 10:05
1172,45,330,2/15/2006 10:05
1173,45,407,2/15/2006 10:05
1174,45,416,2/15/2006 10:05
1175,45,463,2/15/2006 10:05
1176,45,467,2/15/2006 10:05
1177,45,484,2/15/2006 10:05
1178,45,502,2/15/2006 10:05
1179,45,503,2/15/2006 10:05
1180,45,508,2/15/2006 10:05
1181,45,537,2/15/2006 10:05
1182,45,680,2/15/2006 10:05
1183,45,714,2/15/2006 10:05
1184,45,767,2/15/2006 10:05
1185,45,778,2/15/2006 10:05
1186,45,797,2/15/2006 10:05
1187,45,810,2/15/2006 10:05
1188,45,895,2/15/2006 10:05
1189,45,900,2/15/2006 10:05
1190,45,901,2/15/2006 10:05
1191,45,920,2/15/2006 10:05
1192,45,925,2/15/2006 10:05
1193,45,975,2/15/2006 10:05
1194,45,978,2/15/2006 10:05
1195,46,38,2/15/2006 10:05
1196,46,51,2/15/2006 10:05
1197,46,174,2/15/2006 10:05
1198,46,254,2/15/2006 10:05
1199,46,296,2/15/2006 10:05
1200,46,319,2/15/2006 10:05
1201,46,407,2/15/2006 10:05
1202,46,448,2/15/2006 10:05
1203,46,456,2/15/2006 10:05
1204,46,463,2/15/2006 10:05
1205,46,478,2/15/2006 10:05
1206,46,538,2/15/2006 10:05
1207,46,540,2/15/2006 10:05
1208,46,567,2/15/2006 10:05
1209,46,731,2/15/2006 10:05
1210,46,766,2/15/2006 10:05
1211,46,768,2/15/2006 10:05
1212,46,820,2/15/2006 10:05
1213,46,829,2/15/2006 10:05
1214,46,830,2/15/2006 10:05
1215,46,836,2/15/2006 10:05
1216,46,889,2/15/2006 10:05
1217,46,980,2/15/2006 10:05
1218,46,991,2/15/2006 10:05
1219,47,25,2/15/2006 10:05
1220,47,36,2/15/2006 10:05
1221,47,53,2/15/2006 10:05
1222,47,67,2/15/2006 10:05
1223,47,172,2/15/2006 10:05
1224,47,233,2/15/2006 10:05
1225,47,273,2/15/2006 10:05
1226,47,351,2/15/2006 10:05
1227,47,385,2/15/2006 10:05
1228,47,484,2/15/2006 10:05
1229,47,508,2/15/2006 10:05
1230,47,576,2/15/2006 10:05
1231,47,670,2/15/2006 10:05
1232,47,734,2/15/2006 10:05
1233,47,737,2/15/2006 10:05
1234,47,770,2/15/2006 10:05
1235,47,777,2/15/2006 10:05
1236,47,787,2/15/2006 10:05
1237,47,790,2/15/2006 10:05
1238,47,913,2/15/2006 10:05
1239,47,923,2/15/2006 10:05
1240,47,924,2/15/2006 10:05
1241,47,944,2/15/2006 10:05
1242,47,973,2/15/2006 10:05
1243,48,99,2/15/2006 10:05
1244,48,101,2/15/2006 10:05
1245,48,134,2/15/2006 10:05
1246,48,150,2/15/2006 10:05
1247,48,164,2/15/2006 10:05
1248,48,211,2/15/2006 10:05
1249,48,245,2/15/2006 10:05
1250,48,267,2/15/2006 10:05
1251,48,287,2/15/2006 10:05
1252,48,295,2/15/2006 10:05
1253,48,312,2/15/2006 10:05
1254,48,315,2/15/2006 10:05
1255,48,345,2/15/2006 10:05
1256,48,349,2/15/2006 10:05
1257,48,428,2/15/2006 10:05
1258,48,506,2/15/2006 10:05
1259,48,545,2/15/2006 10:05
1260,48,559,2/15/2006 10:05
1261,48,570,2/15/2006 10:05
1262,48,599,2/15/2006 10:05
1263,48,645,2/15/2006 10:05
1264,48,705,2/15/2006 10:05
1265,48,757,2/15/2006 10:05
1266,48,792,2/15/2006 10:05
1267,48,922,2/15/2006 10:05
1268,48,926,2/15/2006 10:05
1269,49,31,2/15/2006 10:05
1270,49,151,2/15/2006 10:05
1271,49,195,2/15/2006 10:05
1272,49,207,2/15/2006 10:05
1273,49,250,2/15/2006 10:05
1274,49,282,2/15/2006 10:05
1275,49,348,2/15/2006 10:05
1276,49,391,2/15/2006 10:05
1277,49,400,2/15/2006 10:05
1278,49,407,2/15/2006 10:05
1279,49,423,2/15/2006 10:05
1280,49,433,2/15/2006 10:05
1281,49,469,2/15/2006 10:05
1282,49,506,2/15/2006 10:05
1283,49,542,2/15/2006 10:05
1284,49,558,2/15/2006 10:05
1285,49,579,2/15/2006 10:05
1286,49,595,2/15/2006 10:05
1287,49,662,2/15/2006 10:05
1288,49,709,2/15/2006 10:05
1289,49,716,2/15/2006 10:05
1290,49,725,2/15/2006 10:05
1291,49,729,2/15/2006 10:05
1292,49,811,2/15/2006 10:05
1293,49,927,2/15/2006 10:05
1294,49,977,2/15/2006 10:05
1295,49,980,2/15/2006 10:05
1296,50,111,2/15/2006 10:05
1297,50,178,2/15/2006 10:05
1298,50,243,2/15/2006 10:05
1299,50,248,2/15/2006 10:05
1300,50,274,2/15/2006 10:05
1301,50,288,2/15/2006 10:05
1302,50,303,2/15/2006 10:05
1303,50,306,2/15/2006 10:05
1304,50,327,2/15/2006 10:05
1305,50,372,2/15/2006 10:05
1306,50,401,2/15/2006 10:05
1307,50,417,2/15/2006 10:05
1308,50,420,2/15/2006 10:05
1309,50,437,2/15/2006 10:05
1310,50,476,2/15/2006 10:05
1311,50,504,2/15/2006 10:05
1312,50,520,2/15/2006 10:05
1313,50,552,2/15/2006 10:05
1314,50,591,2/15/2006 10:05
1315,50,621,2/15/2006 10:05
1316,50,632,2/15/2006 10:05
1317,50,645,2/15/2006 10:05
1318,50,672,2/15/2006 10:05
1319,50,717,2/15/2006 10:05
1320,50,732,2/15/2006 10:05
1321,50,795,2/15/2006 10:05
1322,50,829,2/15/2006 10:05
1323,50,840,2/15/2006 10:05
1324,50,897,2/15/2006 10:05
1325,50,918,2/15/2006 10:05
1326,50,924,2/15/2006 10:05
1327,50,957,2/15/2006 10:05
1328,51,5,2/15/2006 10:05
1329,51,63,2/15/2006 10:05
1330,51,103,2/15/2006 10:05
1331,51,112,2/15/2006 10:05
1332,51,121,2/15/2006 10:05
1333,51,153,2/15/2006 10:05
1334,51,395,2/15/2006 10:05
1335,51,408,2/15/2006 10:05
1336,51,420,2/15/2006 10:05
1337,51,461,2/15/2006 10:05
1338,51,490,2/15/2006 10:05
1339,51,525,2/15/2006 10:05
1340,51,627,2/15/2006 10:05
1341,51,678,2/15/2006 10:05
1342,51,733,2/15/2006 10:05
1343,51,734,2/15/2006 10:05
1344,51,737,2/15/2006 10:05
1345,51,750,2/15/2006 10:05
1346,51,847,2/15/2006 10:05
1347,51,891,2/15/2006 10:05
1348,51,895,2/15/2006 10:05
1349,51,940,2/15/2006 10:05
1350,51,974,2/15/2006 10:05
1351,51,990,2/15/2006 10:05
1352,51,993,2/15/2006 10:05
1353,52,20,2/15/2006 10:05
1354,52,92,2/15/2006 10:05
1355,52,96,2/15/2006 10:05
1356,52,108,2/15/2006 10:05
1357,52,203,2/15/2006 10:05
1358,52,249,2/15/2006 10:05
1359,52,341,2/15/2006 10:05
1360,52,376,2/15/2006 10:05
1361,52,388,2/15/2006 10:05
1362,52,407,2/15/2006 10:05
1363,52,424,2/15/2006 10:05
1364,52,474,2/15/2006 10:05
1365,52,515,2/15/2006 10:05
1366,52,517,2/15/2006 10:05
1367,52,584,2/15/2006 10:05
1368,52,596,2/15/2006 10:05
1369,52,664,2/15/2006 10:05
1370,52,675,2/15/2006 10:05
1371,52,689,2/15/2006 10:05
1372,52,714,2/15/2006 10:05
1373,52,812,2/15/2006 10:05
1374,52,878,2/15/2006 10:05
1375,52,879,2/15/2006 10:05
1376,52,915,2/15/2006 10:05
1377,52,951,2/15/2006 10:05
1378,52,999,2/15/2006 10:05
1379,53,1,2/15/2006 10:05
1380,53,9,2/15/2006 10:05
1381,53,51,2/15/2006 10:05
1382,53,58,2/15/2006 10:05
1383,53,109,2/15/2006 10:05
1384,53,122,2/15/2006 10:05
1385,53,126,2/15/2006 10:05
1386,53,181,2/15/2006 10:05
1387,53,256,2/15/2006 10:05
1388,53,268,2/15/2006 10:05
1389,53,285,2/15/2006 10:05
1390,53,307,2/15/2006 10:05
1391,53,358,2/15/2006 10:05
1392,53,386,2/15/2006 10:05
1393,53,447,2/15/2006 10:05
1394,53,465,2/15/2006 10:05
1395,53,490,2/15/2006 10:05
1396,53,492,2/15/2006 10:05
1397,53,508,2/15/2006 10:05
1398,53,518,2/15/2006 10:05
1399,53,573,2/15/2006 10:05
1400,53,576,2/15/2006 10:05
1401,53,577,2/15/2006 10:05
1402,53,697,2/15/2006 10:05
1403,53,725,2/15/2006 10:05
1404,53,727,2/15/2006 10:05
1405,53,937,2/15/2006 10:05
1406,53,947,2/15/2006 10:05
1407,53,961,2/15/2006 10:05
1408,53,980,2/15/2006 10:05
1409,54,84,2/15/2006 10:05
1410,54,129,2/15/2006 10:05
1411,54,150,2/15/2006 10:05
1412,54,184,2/15/2006 10:05
1413,54,285,2/15/2006 10:05
1414,54,292,2/15/2006 10:05
1415,54,301,2/15/2006 10:05
1416,54,348,2/15/2006 10:05
1417,54,489,2/15/2006 10:05
1418,54,510,2/15/2006 10:05
1419,54,524,2/15/2006 10:05
1420,54,546,2/15/2006 10:05
1421,54,600,2/15/2006 10:05
1422,54,636,2/15/2006 10:05
1423,54,649,2/15/2006 10:05
1424,54,658,2/15/2006 10:05
1425,54,754,2/15/2006 10:05
1426,54,764,2/15/2006 10:05
1427,54,842,2/15/2006 10:05
1428,54,858,2/15/2006 10:05
1429,54,861,2/15/2006 10:05
1430,54,913,2/15/2006 10:05
1431,54,970,2/15/2006 10:05
1432,54,988,2/15/2006 10:05
1433,54,990,2/15/2006 10:05
1434,55,8,2/15/2006 10:05
1435,55,27,2/15/2006 10:05
1436,55,75,2/15/2006 10:05
1437,55,197,2/15/2006 10:05
1438,55,307,2/15/2006 10:05
1439,55,320,2/15/2006 10:05
1440,55,340,2/15/2006 10:05
1441,55,403,2/15/2006 10:05
1442,55,485,2/15/2006 10:05
1443,55,486,2/15/2006 10:05
1444,55,603,2/15/2006 10:05
1445,55,612,2/15/2006 10:05
1446,55,620,2/15/2006 10:05
1447,55,709,2/15/2006 10:05
1448,55,776,2/15/2006 10:05
1449,55,790,2/15/2006 10:05
1450,55,815,2/15/2006 10:05
1451,55,827,2/15/2006 10:05
1452,55,930,2/15/2006 10:05
1453,55,963,2/15/2006 10:05
1454,56,63,2/15/2006 10:05
1455,56,87,2/15/2006 10:05
1456,56,226,2/15/2006 10:05
1457,56,236,2/15/2006 10:05
1458,56,298,2/15/2006 10:05
1459,56,307,2/15/2006 10:05
1460,56,354,2/15/2006 10:05
1461,56,383,2/15/2006 10:05
1462,56,417,2/15/2006 10:05
1463,56,421,2/15/2006 10:05
1464,56,457,2/15/2006 10:05
1465,56,462,2/15/2006 10:05
1466,56,474,2/15/2006 10:05
1467,56,521,2/15/2006 10:05
1468,56,593,2/15/2006 10:05
1469,56,728,2/15/2006 10:05
1470,56,750,2/15/2006 10:05
1471,56,769,2/15/2006 10:05
1472,56,781,2/15/2006 10:05
1473,56,795,2/15/2006 10:05
1474,56,844,2/15/2006 10:05
1475,56,851,2/15/2006 10:05
1476,56,862,2/15/2006 10:05
1477,56,868,2/15/2006 10:05
1478,56,892,2/15/2006 10:05
1479,56,893,2/15/2006 10:05
1480,56,936,2/15/2006 10:05
1481,56,965,2/15/2006 10:05
1482,57,16,2/15/2006 10:05
1483,57,34,2/15/2006 10:05
1484,57,101,2/15/2006 10:05
1485,57,114,2/15/2006 10:05
1486,57,122,2/15/2006 10:05
1487,57,134,2/15/2006 10:05
1488,57,144,2/15/2006 10:05
1489,57,153,2/15/2006 10:05
1490,57,192,2/15/2006 10:05
1491,57,213,2/15/2006 10:05
1492,57,258,2/15/2006 10:05
1493,57,267,2/15/2006 10:05
1494,57,317,2/15/2006 10:05
1495,57,340,2/15/2006 10:05
1496,57,393,2/15/2006 10:05
1497,57,437,2/15/2006 10:05
1498,57,447,2/15/2006 10:05
1499,57,502,2/15/2006 10:05
1500,57,592,2/15/2006 10:05
1501,57,605,2/15/2006 10:05
1502,57,637,2/15/2006 10:05
1503,57,685,2/15/2006 10:05
1504,57,707,2/15/2006 10:05
1505,57,714,2/15/2006 10:05
1506,57,717,2/15/2006 10:05
1507,57,737,2/15/2006 10:05
1508,57,767,2/15/2006 10:05
1509,57,852,2/15/2006 10:05
1510,57,891,2/15/2006 10:05
1511,57,918,2/15/2006 10:05
1512,58,48,2/15/2006 10:05
1513,58,68,2/15/2006 10:05
1514,58,119,2/15/2006 10:05
1515,58,128,2/15/2006 10:05
1516,58,135,2/15/2006 10:05
1517,58,175,2/15/2006 10:05
1518,58,199,2/15/2006 10:05
1519,58,235,2/15/2006 10:05
1520,58,242,2/15/2006 10:05
1521,58,243,2/15/2006 10:05
1522,58,254,2/15/2006 10:05
1523,58,306,2/15/2006 10:05
1524,58,316,2/15/2006 10:05
1525,58,417,2/15/2006 10:05
1526,58,426,2/15/2006 10:05
1527,58,460,2/15/2006 10:05
1528,58,477,2/15/2006 10:05
1529,58,541,2/15/2006 10:05
1530,58,549,2/15/2006 10:05
1531,58,551,2/15/2006 10:05
1532,58,553,2/15/2006 10:05
1533,58,578,2/15/2006 10:05
1534,58,602,2/15/2006 10:05
1535,58,632,2/15/2006 10:05
1536,58,635,2/15/2006 10:05
1537,58,638,2/15/2006 10:05
1538,58,698,2/15/2006 10:05
1539,58,726,2/15/2006 10:05
1540,58,755,2/15/2006 10:05
1541,58,800,2/15/2006 10:05
1542,58,856,2/15/2006 10:05
1543,58,858,2/15/2006 10:05
1544,59,5,2/15/2006 10:05
1545,59,46,2/15/2006 10:05
1546,59,54,2/15/2006 10:05
1547,59,72,2/15/2006 10:05
1548,59,88,2/15/2006 10:05
1549,59,121,2/15/2006 10:05
1550,59,129,2/15/2006 10:05
1551,59,130,2/15/2006 10:05
1552,59,183,2/15/2006 10:05
1553,59,210,2/15/2006 10:05
1554,59,241,2/15/2006 10:05
1555,59,295,2/15/2006 10:05
1556,59,418,2/15/2006 10:05
1557,59,572,2/15/2006 10:05
1558,59,644,2/15/2006 10:05
1559,59,650,2/15/2006 10:05
1560,59,689,2/15/2006 10:05
1561,59,694,2/15/2006 10:05
1562,59,702,2/15/2006 10:05
1563,59,713,2/15/2006 10:05
1564,59,749,2/15/2006 10:05
1565,59,772,2/15/2006 10:05
1566,59,853,2/15/2006 10:05
1567,59,862,2/15/2006 10:05
1568,59,943,2/15/2006 10:05
1569,59,946,2/15/2006 10:05
1570,59,984,2/15/2006 10:05
1571,60,31,2/15/2006 10:05
1572,60,85,2/15/2006 10:05
1573,60,133,2/15/2006 10:05
1574,60,142,2/15/2006 10:05
1575,60,177,2/15/2006 10:05
1576,60,179,2/15/2006 10:05
1577,60,186,2/15/2006 10:05
1578,60,222,2/15/2006 10:05
1579,60,235,2/15/2006 10:05
1580,60,239,2/15/2006 10:05
1581,60,253,2/15/2006 10:05
1582,60,262,2/15/2006 10:05
1583,60,297,2/15/2006 10:05
1584,60,299,2/15/2006 10:05
1585,60,334,2/15/2006 10:05
1586,60,376,2/15/2006 10:05
1587,60,423,2/15/2006 10:05
1588,60,436,2/15/2006 10:05
1589,60,493,2/15/2006 10:05
1590,60,534,2/15/2006 10:05
1591,60,551,2/15/2006 10:05
1592,60,658,2/15/2006 10:05
1593,60,665,2/15/2006 10:05
1594,60,679,2/15/2006 10:05
1595,60,754,2/15/2006 10:05
1596,60,771,2/15/2006 10:05
1597,60,783,2/15/2006 10:05
1598,60,784,2/15/2006 10:05
1599,60,805,2/15/2006 10:05
1600,60,830,2/15/2006 10:05
1601,60,835,2/15/2006 10:05
1602,60,928,2/15/2006 10:05
1603,60,952,2/15/2006 10:05
1604,60,971,2/15/2006 10:05
1605,60,986,2/15/2006 10:05
1606,61,235,2/15/2006 10:05
1607,61,237,2/15/2006 10:05
